timestamp,date,interval_start,interval_end,evaluation,price_yuan_per_kwh,predicted_load_kwh,predicted_pv_kwh,safety_margin_kwh,load_kwh,pv_kwh,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan,solver_status,planner_fallback,dispatch_fallback,load_model,pv_model,conversion_loss_kwh
2025-09-06 00:00:00,2025-09-06,00:00,00:10,True,0.4248,555.2517541666667,0.0,2.0173833333332865,412.3354,0.0,557.2691375,144.93373749999995,0.0,0.0,1.1368683772161603e-13,7985.53069362522,8115.97105737522,236.72792961,0.0,Optimal,False,False,3,2,14.493373749999996
2025-09-06 00:10:00,2025-09-06,00:10,00:20,True,0.4245,559.2864375,0.0,9.564128333333276,404.36175,0.0,568.8505658333333,164.48881583333383,0.0,5.115907697472721e-13,0.0,8115.97105737522,8264.01099162522,241.47706519625,1.085851408788585e-12,Optimal,False,False,3,2,16.448881583333385
2025-09-06 00:20:00,2025-09-06,00:20,00:30,True,0.4269,511.7996708333333,0.0,8.433666666666689,442.13166666666666,0.0,520.2333375000001,78.10167083333403,0.0,6.252776074688882e-13,0.0,8264.01099162522,8334.302495375221,222.08761177875,1.3346550531423419e-12,Optimal,False,False,3,2,7.810167083333403
2025-09-06 00:30:00,2025-09-06,00:30,00:40,True,0.4272,526.6313375,0.0,3.678431666666671,437.7605833333334,0.0,530.3097691666667,92.54918583333266,0.0,0.0,6.394884621840902e-13,8334.302495375221,8417.59676262522,226.54833338800003,0.0,Optimal,False,False,3,2,9.254918583333266
2025-09-06 00:40:00,2025-09-06,00:40,00:50,True,0.4271,550.6373375000001,0.0,2.4149949999999816,448.49725,0.0,553.0523325,104.55508249999993,0.0,0.0,1.5631940186722204e-13,8417.59676262522,8511.69633687522,236.20865121075,0.0,Optimal,False,False,3,2,10.455508249999994
2025-09-06 00:50:00,2025-09-06,00:50,01:00,True,0.4285,540.8080041666667,0.0,5.146000000000101,466.6716666666667,0.0,545.9540041666668,79.28233749999991,0.0,0.0,1.8474111129762605e-13,8511.69633687522,8583.05044062522,233.9412907854167,0.0,Optimal,False,False,3,2,7.9282337499999915
2025-09-06 01:00:00,2025-09-06,01:00,01:10,True,0.4311,507.9616055555556,0.0,9.174498333333291,423.79455,0.0,517.1361038888889,93.34155388888878,0.0,0.0,9.947598300641403e-14,8583.05044062522,8667.05783912522,222.9373743865,0.0,Optimal,False,False,3,2,9.33415538888888
2025-09-06 01:10:00,2025-09-06,01:10,01:20,True,0.4302,495.03492222222224,0.0,0.0,412.76801666666665,0.0,495.03492222222224,82.26690555555655,0.0,9.663381206337363e-13,0.0,8667.05783912522,8741.098054125221,212.96402354000003,2.078593297483167e-12,Optimal,False,False,3,2,8.226690555555654
2025-09-06 01:20:00,2025-09-06,01:20,01:30,True,0.4279,502.9535888888889,0.0,9.291833333333356,441.50666666666666,0.0,512.2454222222223,70.73875555555585,0.0,2.5579538487363607e-13,0.0,8741.098054125221,8804.762934125221,219.1898161688889,5.472742259371443e-13,Optimal,False,False,3,2,7.073875555555586
2025-09-06 01:30:00,2025-09-06,01:30,01:40,True,0.4312,510.44088888888894,0.0,0.0,425.55581666666666,0.0,510.44088888888894,84.88507222222324,0.0,9.663381206337363e-13,0.0,8804.762934125221,8881.159499125222,220.1021112888889,2.0834249880863354e-12,Optimal,False,False,3,2,8.488507222222324
2025-09-06 01:40:00,2025-09-06,01:40,01:50,True,0.4333,516.1109888888889,0.0,10.052155000000022,413.64465,0.0,526.1631438888888,112.51849388888836,0.0,0.0,4.689582056016661e-13,8881.159499125222,8982.426143625222,227.98649024705557,0.0,Optimal,False,False,3,2,11.251849388888836
2025-09-06 01:50:00,2025-09-06,01:50,02:00,True,0.4311,519.4369222222223,0.0,0.5776666666667156,416.6566666666667,0.0,520.014588888889,103.35792222222153,0.0,0.0,7.389644451905042e-13,8982.426143625222,9075.448273625221,224.17828927,0.0,Optimal,False,False,3,2,10.335792222222153
2025-09-06 02:00:00,2025-09-06,02:00,02:10,True,0.4293,526.9819486111111,0.0,7.198859999999881,399.22268333333335,0.0,534.1808086111109,134.95812527777767,0.0,8.526512829121202e-14,0.0,9075.448273625221,9196.910586375221,229.32382113674996,1.8302159787708662e-13,Optimal,False,False,3,2,13.495812527777767
2025-09-06 02:10:00,2025-09-06,02:10,02:20,True,0.4324,527.6981819444445,0.0,13.38973999999996,426.09165,0.0,541.0879219444445,114.543792916421,0.0,0.0,0.4524790280234612,9196.910586375221,9300.0,233.9664174487778,0.0,Optimal,False,False,3,2,11.4543792916421
2025-09-06 02:20:00,2025-09-06,02:20,02:30,True,0.4367,522.5276319444445,0.0,9.955666666666822,474.16833333333335,0.0,532.4832986111113,55.55555555555556,0.0,0.0,2.7594097222224008,9300.0,9350.0,232.5354565034723,0.0,Optimal,False,False,3,2,5.555555555555556
2025-09-06 02:30:00,2025-09-06,02:30,02:40,True,0.4348,496.40034861111104,0.0,10.439138333333362,449.76545,0.0,506.8394869444444,0.0,0.0,0.0,57.074036944444344,9350.0,9350.0,220.37380892344444,0.0,Optimal,False,False,3,2,0.0
2025-09-06 02:40:00,2025-09-06,02:40,02:50,True,0.4335,474.8290652777778,0.0,23.687951666666645,427.70073333333335,0.0,498.5170169444445,0.0,0.0,0.0,70.81628361111115,9350.0,9350.0,216.10712684541667,0.0,Optimal,False,False,3,2,0.0
2025-09-06 02:50:00,2025-09-06,02:50,03:00,True,0.4357,467.1192986111111,0.0,11.426333333333275,439.4783333333333,0.0,478.5456319444444,0.0,0.0,0.0,39.067298611111084,9350.0,9350.0,208.5023318381944,0.0,Optimal,False,False,3,2,0.0
2025-09-06 03:00:00,2025-09-06,03:00,03:10,True,0.4374,469.5682291666667,0.0,21.438786666666637,440.6761166666667,0.0,326.40823823730227,0.0,114.26787842936373,6.963318810448982e-13,0.0,9350.0,9223.03569063404,142.77096340499602,1.5228778238451925e-12,Optimal,False,False,3,2,12.696430936595975
2025-09-06 03:10:00,2025-09-06,03:10,03:20,True,0.4371,460.2526625,0.0,4.720206666666695,430.3636333333333,0.0,464.9728691666667,0.0,0.0,0.0,34.6092358333334,9223.03569063404,9223.03569063404,203.23964111275,0.0,Optimal,False,False,3,2,0.0
2025-09-06 03:20:00,2025-09-06,03:20,03:30,True,0.4356,441.4388958333334,0.0,0.0,429.4783333333333,0.0,441.4388958333334,0.0,0.0,0.0,11.960562500000094,9223.03569063404,9223.03569063404,192.290783025,0.0,Optimal,False,False,3,2,0.0
2025-09-06 03:30:00,2025-09-06,03:30,03:40,True,0.4353,411.6293458333333,0.0,0.0,454.7990833333333,0.0,411.6293458333333,0.0,43.169737499999975,7.815970093361102e-14,0.0,9223.03569063404,9175.06931563404,179.18225424125,1.7011458908200437e-13,Optimal,False,False,3,2,4.796637499999999
2025-09-06 03:40:00,2025-09-06,03:40,03:50,True,0.436,431.59827916666666,0.0001,0.0,467.76351666666665,0.00025,431.5981791666667,0.0,36.165087499999395,5.755396159656812e-13,0.0,9175.06931563404,9134.885885078485,188.17680611666668,1.254676362805185e-12,Optimal,False,False,3,2,4.01834305555549
