timestamp,date,interval_start,interval_end,evaluation,price_yuan_per_kwh,predicted_load_kwh,predicted_pv_kwh,safety_margin_kwh,load_kwh,pv_kwh,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan,solver_status,planner_fallback,dispatch_fallback,load_model,pv_model,conversion_loss_kwh
2025-08-13 00:00:00,2025-08-13,00:00,00:10,True,0.4248,751.5835666666667,0.0,16.636790000000026,723.8545166666667,0.0,1018.517417316767,294.6629006500997,0.0,0.0,6.821210263296962e-13,9074.73264541491,9339.929256,432.6661988761626,0.0,Optimal,False,False,2,1,29.46629006500997
2025-08-13 00:10:00,2025-08-13,00:10,00:20,True,0.4245,737.7088666666667,0.0,19.089300000000076,723.87205,0.0,1590.1315,833.3333333333333,0.0,0.0,32.92611666666676,9339.929256,10089.929256,675.01082175,0.0,Optimal,False,False,2,1,83.33333333333333
2025-08-13 00:20:00,2025-08-13,00:20,00:30,True,0.4269,733.455,0.0,35.628280000000096,721.9033333333333,0.0,769.0832800000002,47.17994666666628,0.0,0.0,5.826450433232822e-13,10089.929256,10132.391208,328.3216522320001,0.0,Optimal,False,False,2,1,4.717994666666629
2025-08-13 00:30:00,2025-08-13,00:30,00:40,True,0.4272,758.9721416666667,0.0,18.61929055555559,716.0684333333334,0.0,777.5914322222224,61.522998888889965,0.0,9.734435479913373e-13,0.0,10132.391208,10187.761907,332.1870598453334,2.0792754185094964e-12,Optimal,False,False,2,1,6.152299888888997
2025-08-13 00:40:00,2025-08-13,00:40,00:50,True,0.4271,755.6279,0.0,17.30704666666675,770.8840833333334,0.0,772.9349466666667,2.0508633333338366,0.0,4.547473508864641e-13,0.0,10187.761907,10189.607684,330.12051572133333,9.711129678180441e-13,Optimal,False,False,2,1,0.20508633333338366
2025-08-13 00:50:00,2025-08-13,00:50,01:00,True,0.4285,731.4849999999999,0.0,47.87266666666665,821.1983333333333,0.0,779.3576666666665,0.0,41.84066666666713,0.0,4.121147867408581e-13,10189.607684,10143.11805437037,333.95476016666663,0.0,Optimal,False,False,2,1,4.648962962963017
2025-08-13 01:00:00,2025-08-13,01:00,01:10,True,0.4311,761.5238416666666,0.0,35.73067055555562,736.6440666666667,0.0,797.2545122222223,60.61044555555579,0.0,2.4868995751603507e-13,0.0,10143.11805437037,10197.66745537037,343.696420219,5.360512034258136e-13,Optimal,False,False,2,1,6.061044555555579
2025-08-13 01:10:00,2025-08-13,01:10,01:20,True,0.4302,739.2928666666667,0.0,36.332635833333306,701.8292166666666,0.0,775.6255024999999,73.79628583333316,0.0,0.0,1.2789769243681803e-13,10197.66745537037,10264.08411262037,333.6740911755,0.0,Optimal,False,False,2,1,7.379628583333316
2025-08-13 01:20:00,2025-08-13,01:20,01:30,True,0.4279,713.0024999999999,0.0,33.812917777777706,752.1366666666667,0.0,746.8154177777776,0.0,5.321248888889023,2.220446049250313e-14,0.0,10264.08411262037,10258.171613854938,319.56231726711104,4.7506443223710446e-14,Optimal,False,False,2,1,0.591249876543225
2025-08-13 01:30:00,2025-08-13,01:30,01:40,True,0.4312,743.8901,0.0,7.244308888888805,738.1274166666667,0.0,751.1344088888887,13.006992222221418,0.0,0.0,6.199485369506874e-13,10258.171613854938,10269.877906854937,323.8891571128888,0.0,Optimal,False,False,2,1,1.3006992222221418
