timestamp,date,interval_start,interval_end,evaluation,price_yuan_per_kwh,predicted_load_kwh,predicted_pv_kwh,safety_margin_kwh,load_kwh,pv_kwh,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan,solver_status,planner_fallback,dispatch_fallback,load_model,pv_model,conversion_loss_kwh
2025-06-08 00:00:00,2025-06-08,00:00,00:10,True,0.4248,589.221025,0.0,86.50877333333335,695.6391,0.0,1509.0631316666668,813.4240316666667,0.0,0.0,1.1368683772161603e-13,8449.504176537035,9181.585805037035,641.050018332,0.0,Optimal,False,False,2,1,81.34240316666667
2025-06-08 00:10:00,2025-06-08,00:10,00:20,True,0.4245,581.7816416666667,0.0,98.62707166666672,689.9141166666667,0.0,1513.7420466666667,823.8279300000006,0.0,5.684341886080801e-13,0.0,9181.585805037035,9923.030942037036,642.58349881,1.2065015653206502e-12,Optimal,False,False,2,1,82.38279300000006
2025-06-08 00:20:00,2025-06-08,00:20,00:30,True,0.4269,599.8033333333333,0.0,68.87966666666672,710.2883333333333,0.0,668.683,0.0,41.605333333332965,3.410605131648481e-13,0.0,9923.030942037036,9876.802793888888,285.4607727,7.279936653503683e-13,Optimal,False,False,2,1,4.622814814814776
2025-06-08 00:30:00,2025-06-08,00:30,00:40,True,0.4272,600.6396333333333,0.0,77.8270983333333,674.5111499999999,0.0,678.4667316666666,3.955581666666856,0.0,1.389999226830696e-13,0.0,9876.802793888888,9880.362817388888,289.840987768,2.9690383485103666e-13,Optimal,False,False,2,1,0.39555816666668564
2025-06-08 00:40:00,2025-06-08,00:40,00:50,True,0.4271,597.04665,0.0,73.73753500000005,669.08025,0.0,670.7841850000001,1.7039350000009612,0.0,8.462119893692943e-13,0.0,9880.362817388888,9881.89635888889,286.49192541350004,1.807085703298128e-12,Optimal,False,False,2,1,0.17039350000009612
2025-06-08 00:50:00,2025-06-08,00:50,01:00,True,0.4285,593.1108333333333,0.0,58.09299999999993,693.4833333333332,0.0,651.2038333333333,0.0,42.27949999999964,3.410605131648481e-13,0.0,9881.89635888889,9834.919136666667,279.0408425833333,7.307221494556871e-13,Optimal,False,False,2,1,4.697722222222184
2025-06-08 01:00:00,2025-06-08,01:00,01:10,True,0.4311,588.7421083333334,0.0,49.87652833333328,655.0227333333333,0.0,638.6186366666666,0.0,16.40409666666619,5.684341886080801e-13,0.0,9834.919136666667,9816.692362592594,275.308494267,1.2252598935447167e-12,Optimal,False,False,2,1,1.8226774074073555
2025-06-08 01:10:00,2025-06-08,01:10,01:20,True,0.4302,600.8369,0.0,56.22126666666668,613.5707833333333,0.0,657.0581666666667,43.48738333333434,0.0,9.876544027065393e-13,0.0,9816.692362592594,9855.831007592595,282.6664233,2.124444620221766e-12,Optimal,False,False,2,1,4.348738333333435
2025-06-08 01:20:00,2025-06-08,01:20,01:30,True,0.4279,610.7075,0.0,60.72233333333338,614.0316666666666,0.0,671.4298333333334,57.398166666666334,0.0,0.0,3.907985046680551e-13,9855.831007592595,9907.489357592594,287.3048256833333,0.0,Optimal,False,False,2,1,5.739816666666634
2025-06-08 01:30:00,2025-06-08,01:30,01:40,True,0.4312,616.7374,0.0,55.63319000000006,642.4530166666667,0.0,672.37059,29.91757333333428,0.0,9.983125437429408e-13,0.0,9907.489357592594,9934.415173592595,289.926198408,2.1523618443097803e-12,Optimal,False,False,2,1,2.991757333333428
2025-06-08 01:40:00,2025-06-08,01:40,01:50,True,0.4333,604.5668083333334,0.0,60.490108333333325,667.60135,0.0,665.0569166666667,0.0,2.544433333333109,2.5002222514558525e-13,0.0,9934.415173592595,9931.588025444447,288.16916199166667,5.416731507779105e-13,Optimal,False,False,2,1,0.28271481481479
2025-06-08 01:50:00,2025-06-08,01:50,02:00,True,0.4311,596.3541666666667,0.0,65.01766666666667,653.3183333333333,0.0,661.3718333333334,8.05349999999938,0.0,0.0,7.194245199571014e-13,9931.588025444447,9938.836175444447,285.11739735000003,0.0,Optimal,False,False,2,1,0.8053499999999381
2025-06-08 02:00:00,2025-06-08,02:00,02:10,True,0.4293,610.2184333333333,0.0,61.21826000000004,595.3840833333334,0.0,671.4366933333333,76.05261000000003,0.0,7.105427357601002e-14,0.0,9938.836175444447,10007.283524444447,288.247772448,1.525179982309055e-13,Optimal,False,False,2,1,7.605261000000003
2025-06-08 02:10:00,2025-06-08,02:10,02:20,True,0.4324,622.0382666666667,0.0,39.2123166666666,614.2233833333333,0.0,661.2505833333333,47.02719999999923,0.0,0.0,7.602807272633072e-13,10007.283524444447,10049.608004444446,285.9247522333333,0.0,Optimal,False,False,2,1,4.702719999999924
2025-06-08 02:20:00,2025-06-08,02:20,02:30,True,0.4367,618.0066666666667,0.0,33.386,681.1283333333333,0.0,651.3926666666666,0.0,29.735666666666475,2.2737367544323206e-13,0.0,10049.608004444446,10016.568374814817,284.4631775333333,4.964704203302972e-13,Optimal,False,False,2,1,3.303962962962943
