date,start,end,intervals,emergency_kwh,cost_yuan
2025-02-06,00:10,00:20,1,4.098074999999994,8.698164187499989
2025-02-13,20:40,21:00,2,26.18471190428611,140.47492866812328
2025-02-13,21:20,21:40,2,39.362455305555585,192.96445446029182
2025-02-14,07:20,07:50,3,396.43000552777863,1419.0098540188367
2025-02-14,08:00,08:30,3,113.80943333333339,625.4280822250003
2025-02-14,20:40,20:50,1,340.4100494404749,2080.926632229623
2025-02-14,21:30,21:40,1,15.376154320327474,75.88900964797625
2025-02-15,02:30,02:50,2,105.8164143412695,229.68033648486437
2025-02-15,03:40,03:50,1,25.65999713888882,55.93879376277763
2025-02-15,05:20,05:30,1,20.31314027777762,43.683408167360774
2025-02-15,07:30,07:40,1,272.3663833333333,939.5278393083331
2025-02-15,08:10,08:20,1,7.686787053568672,42.10821947944918
2025-02-15,20:40,21:50,7,564.4923319733712,3013.6074600900315
2025-02-16,06:00,06:10,1,2.3282475374596743,10.905511465461114
2025-02-16,06:20,06:30,1,5.215880555555145,22.84294889305376
2025-02-16,09:50,10:50,6,997.1063386865025,4745.054610670952
2025-02-16,13:00,13:20,2,13.881399999999985,59.67397669999995
2025-02-16,13:30,13:50,2,96.52466666666669,431.08678576666676
2025-02-16,14:40,14:50,1,70.42975474404778,330.17469024009597
2025-02-16,16:40,17:10,3,46.37339822222407,214.8115584557148
2025-02-16,17:30,17:40,1,11.89504089904699,58.04779958734931
2025-02-16,20:10,20:50,4,332.6789181627024,2253.1418899067726
2025-02-16,21:00,21:50,5,91.46230913614531,429.0004477156439
2025-02-17,20:10,20:50,4,275.68414290581177,1858.1649097161612
2025-02-17,21:10,21:20,1,0.8463615416669885,3.965627003480675
2025-02-17,21:30,21:40,1,9.966114375000098,49.18775749781298
2025-02-18,05:50,06:00,1,31.182606944444956,141.86527029375233
2025-02-18,20:10,20:50,4,184.85486310819135,1246.2794157221042
2025-02-19,05:50,06:00,1,18.03990416666727,82.07254400625274
2025-02-19,06:20,06:30,1,41.43384166666635,181.4595095791653
2025-02-19,09:30,10:40,7,517.88707585516,2524.199668395325
2025-02-19,15:40,16:20,4,127.20696833049189,520.6591871001353
2025-02-19,20:10,21:20,7,458.0395745654745,2911.6396380838178
2025-02-19,21:30,21:50,2,35.60165754365444,148.82348483864715
2025-02-20,06:00,06:20,2,69.66836388888896,323.1152214694449
2025-02-20,10:20,10:50,3,285.4584546784564,1351.584498936794
2025-02-20,20:20,21:30,7,203.57991413340176,1121.9797457076656
2025-02-20,21:40,21:50,1,0.6988918194444285,2.713098043083271
2025-02-22,20:40,20:50,1,59.76468855257764,365.3415411219071
2025-02-23,06:00,06:10,1,10.194938888889624,47.753093755559
2025-02-23,15:30,15:50,2,73.11991190476242,280.3156866626012
2025-02-23,20:20,20:40,2,141.62078878473562,968.4996451419828
2025-02-23,20:50,21:20,3,114.74266063391624,530.7708192097771
2025-02-23,21:30,21:50,2,68.03111468055563,306.5340052482434
2025-02-24,06:00,06:20,2,54.59752083333365,247.74569383333485
2025-02-24,18:10,18:40,3,37.85232523868176,236.56812523543596
2025-02-24,20:10,21:20,7,343.24003626543424,2059.868073755931
2025-02-24,21:30,21:50,2,34.85738484722244,157.4376396634663
2025-02-25,21:10,21:50,4,88.73977297376823,418.46918120748
2025-02-26,14:50,15:00,1,64.43646559638596,215.6688503511038
2025-02-26,15:10,15:30,2,83.87028972305973,305.2686958913555
2025-02-26,15:50,16:20,3,84.02255663889002,344.5880498733519
2025-02-26,16:50,17:00,1,5.522380749999183,25.579667633996213
2025-02-26,20:10,20:40,3,175.18695399999706,1186.269226866647
2025-02-27,05:50,06:00,1,6.881616666667242,31.307915025002615
2025-02-27,09:00,10:20,8,1255.07500259127,6124.614112930142
2025-02-27,20:20,21:00,4,127.09299571341955,844.7224438238806
2025-02-27,21:10,21:40,3,126.4609471666665,608.950808935527
2025-02-28,20:40,21:20,4,124.90780320832909,617.1990432772112
2025-02-28,21:30,21:50,2,85.30214556944438,388.283639236465
2025-03-01,20:40,21:20,4,257.2546226100843,1213.0853063157376
2025-03-02,13:10,13:50,4,664.6539503333308,2892.1167460359893
